verbo_inicial,substantivo,categoria,subcategoria,horas
Adicionar,Auditoria,Operacional,Suporte Interno,0.7
Adicionar,Auditoria,Desenvolvimento,Aprimoramento,4
Adicionar,Botão,Desenvolvimento,Erro,1
Adicionar,Botão,Desenvolvimento,Aprimoramento,2.25
Adicionar,Botão,Desenvolvimento,Aprimoramento,2.62
Adicionar,Caixa de Texto,Desenvolvimento,Aprimoramento,2.5
Adicionar,Campo,Desenvolvimento,Aprimoramento,1
Adicionar,Campo,Desenvolvimento,Aprimoramento,0.5
Adicionar,Campos,Desenvolvimento,Aprimoramento,1.75
Adicionar,Campos,Desenvolvimento,Aprimoramento,1.75
Adicionar,Carregador,Desenvolvimento,Aprimoramento,3.5
Adicionar,Classes,Desenvolvimento,Aprimoramento,2
Adicionar,Classes,Desenvolvimento,Aprimoramento,2.25
Adicionar,Coluna,Desenvolvimento,Aprimoramento,1
Adicionar,Coluna,Desenvolvimento,Aprimoramento,0.5
Adicionar,Coluna,Desenvolvimento,Aprimoramento,0.25
Adicionar,Coluna,Desenvolvimento,Aprimoramento,0.5
Adicionar,Critérios de Pesquisa,Desenvolvimento,Aprimoramento,7
Adicionar,Dados,Desenvolvimento,Aprimoramento,0.25
Adicionar,Descrição,Desenvolvimento,Aprimoramento,1.75
Adicionar,Divisores,Desenvolvimento,Aprimoramento,3.75
Adicionar,Documentação,Desenvolvimento,Aprimoramento,1.25
Adicionar,Documentação,Desenvolvimento,Lançamento,0.75
Adicionar,Entrada,Operacional,Suporte Interno,2.5
Adicionar,Escalas,Desenvolvimento,Aprimoramento,3
Adicionar,Estatística,Desenvolvimento,Aprimoramento,4
Adicionar,Exclusão,Desenvolvimento,Aprimoramento,3.96
Adicionar,Filtro,Desenvolvimento,Erro,7.5
Adicionar,Filtro,Desenvolvimento,Aprimoramento,14
Adicionar,Foto,Desenvolvimento,Aprimoramento,6.02
Adicionar,Funcionalidade de Email,Desenvolvimento,Aprimoramento,6
Adicionar,Guia,Desenvolvimento,Aprimoramento,4
Adicionar,Histórico,Desenvolvimento,Aprimoramento,8.7
Adicionar,Horários,Desenvolvimento,Aprimoramento,16.75
Adicionar,Imagens,Desenvolvimento,Aprimoramento,1.25
Adicionar,Licença,Desenvolvimento,Aprimoramento,11
Adicionar,Limites,Desenvolvimento,Aprimoramento,1
Adicionar,Limites,Desenvolvimento,Erro,1
Adicionar,Livro de Figuras,Desenvolvimento,Aprimoramento,7
Adicionar,Logo,Desenvolvimento,Aprimoramento,0.25
Adicionar,Mensagem,Desenvolvimento,Aprimoramento,3.1
Adicionar,Moedas,Desenvolvimento,Aprimoramento,4.5
Adicionar,Nome,Operacional,Suporte ao Cliente,1
Adicionar,Opção,Desenvolvimento,Aprimoramento,0.7
Adicionar,Opção,Desenvolvimento,Erro,1
Adicionar,Ordem,Desenvolvimento,Aprimoramento,11.5
Adicionar,Pagamento,Desenvolvimento,Aprimoramento,6
Adicionar,Permissões,Desenvolvimento,Aprimoramento,4
Adicionar,Pesquisa,Desenvolvimento,Aprimoramento,7
Adicionar,Política,Desenvolvimento,Erro,0.5
Adicionar,Recurso,Desenvolvimento,Aprimoramento,10.5
Adicionar,Referência,Desenvolvimento,Aprimoramento,0.7
Adicionar,Referência,Desenvolvimento,Aprimoramento,0.75
Adicionar,Referência,Desenvolvimento,Aprimoramento,1
Adicionar,Relatório,Desenvolvimento,Aprimoramento,5.86
Adicionar,Relatórios,Gestão,Marketing,16
Adicionar,Rota,Operacional,Consultoria,0.5
Adicionar,Salvamento,Desenvolvimento,Aprimoramento,5
Adicionar,Script,Desenvolvimento,Aprimoramento,3.5
Adicionar,Seção,Desenvolvimento,Erro,5
Adicionar,Seção,Desenvolvimento,Aprimoramento,1.4
Adicionar,Seção,Desenvolvimento,Aprimoramento,1.5
Adicionar,Seção,Desenvolvimento,Erro,2.5
Adicionar,Seção,Operacional,Suporte ao Cliente,2.75
Adicionar,Seção,Desenvolvimento,Aprimoramento,4
Adicionar,Sistema,Desenvolvimento,Aprimoramento,13.5
Adicionar,Tabela,Desenvolvimento,Aprimoramento,1.75
Adicionar,Tabelas,Desenvolvimento,Aprimoramento,1.75
Adicionar,Tempo Limite,Desenvolvimento,Aprimoramento,1
Adicionar,Testes,Desenvolvimento,Lançamento,2.5
Adicionar,Texto,Gestão,Marketing,2.5
Adicionar,Tipos de Documentos,Desenvolvimento,Aprimoramento,1
Adicionar,Tipos de Documentos,Desenvolvimento,Aprimoramento,2
Adicionar,Tratamento de Erros,Desenvolvimento,Erro,0.7
Adicionar,Usuário,Operacional,Suporte ao Cliente,0.6
Adicionar,Usuário,Desenvolvimento,Suporte Interno,0.75
Adicionar,Validação,Desenvolvimento,Aprimoramento,1.5
Adicionar,Vários Documentos,Desenvolvimento,Aprimoramento,17.75
Adicionar,Website,Gestão,Marketing,4
Aprender,C#,Desenvolvimento,Treinamento,3.43
Aprender,C#,Desenvolvimento,Treinamento,4
Aprender,C#,Desenvolvimento,Treinamento,5.51
Aprender,C# e SQL,Desenvolvimento,Treinamento,5
Aprender,Design,Desenvolvimento,Documentação,13.5
Atualizar,Acesso,Operacional,Suporte Interno,4.75
Atualizar,Banco,Operacional,Suporte Interno,2.5
Atualizar,Banco,Desenvolvimento,Aprimoramento,10.5
Atualizar,Cálculo,Desenvolvimento,Aprimoramento,3.5
Atualizar,Cálculo,Desenvolvimento,Erro,6.5
Atualizar,Campo,Desenvolvimento,Aprimoramento,0.5
Atualizar,Campo,Desenvolvimento,Aprimoramento,1.5
Atualizar,Campos,Desenvolvimento,Aprimoramento,3.5
Atualizar,Campos,Desenvolvimento,Aprimoramento,4.5
Atualizar,Carregador,Desenvolvimento,Aprimoramento,19
Atualizar,Carregador,Desenvolvimento,Aprimoramento,35.5
Atualizar,Certificado,Operacional,Suporte Interno,0.75
Atualizar,Certificado,Operacional,Suporte Interno,1.25
Atualizar,Chave,Operacional,Suporte Interno,0.33
Atualizar,Chave,Desenvolvimento,Suporte Interno,0.5
Atualizar,Classes,Desenvolvimento,Aprimoramento,6
Atualizar,Comparador,Desenvolvimento,Aprimoramento,3
Atualizar,Comparador,Desenvolvimento,Aprimoramento,4.02
Atualizar,Conta,Desenvolvimento,Aprimoramento,11
Atualizar,Conversão,Desenvolvimento,Aprimoramento,21
Atualizar,Correções,Operacional,Suporte Interno,3.5
Atualizar,Cronograma,Operacional,Suporte Interno,1
Atualizar,Dados,Desenvolvimento,Aprimoramento,0.7
Atualizar,Dados,Operacional,Suporte Interno,0.7
Atualizar,Demonstração,Desenvolvimento,Lançamento,7.5
Atualizar,Documentação,Desenvolvimento,Documentação,2.84
Atualizar,Documentação,Operacional,Suporte Interno,3.5
Atualizar,Documentação,Desenvolvimento,Aprimoramento,8.75
Atualizar,Estatística,Desenvolvimento,Erro,7
Atualizar,Firewall,Operacional,Suporte Interno,3.5
Atualizar,Fluxo,Gestão,Documentação,2
Atualizar,Gerador,Desenvolvimento,Aprimoramento,3.8
Atualizar,Grade,Desenvolvimento,Aprimoramento,11
Atualizar,Grade,Desenvolvimento,Aprimoramento,21.75
Atualizar,Horários,Desenvolvimento,Aprimoramento,9
Atualizar,Laptop,Operacional,Suporte Interno,3.5
Atualizar,Licença,Operacional,Suporte Interno,0.5
Atualizar,Licença,Operacional,Suporte ao Cliente,1.75
Atualizar,Logo,Desenvolvimento,Erro,0.75
Atualizar,Logo,Desenvolvimento,Aprimoramento,5
Atualizar,Material,Gestão,Marketing,15
Atualizar,Movimento,Desenvolvimento,Aprimoramento,0.5
Atualizar,Nome,Desenvolvimento,Aprimoramento,0.3
Atualizar,Nome,Desenvolvimento,Aprimoramento,0.5
Atualizar,Nome,Operacional,Suporte ao Cliente,2
Atualizar,Objeto de Negócio,Desenvolvimento,Aprimoramento,3.48
Atualizar,Office,Operacional,Suporte Interno,1.25
Atualizar,Office,Operacional,Suporte Interno,1.5
Atualizar,Ordem,Desenvolvimento,Aprimoramento,0.25
Atualizar,Pesquisa,Desenvolvimento,Aprimoramento,2
Atualizar,Procedimentos,Desenvolvimento,Aprimoramento,4.75
Atualizar,Procedimentos,Desenvolvimento,Aprimoramento,5.25
Atualizar,Procedimentos,Desenvolvimento,Aprimoramento,6.25
Atualizar,Programa,Operacional,Suporte Interno,6
Atualizar,Programa,Desenvolvimento,Aprimoramento,10.75
Atualizar,Relatório,Desenvolvimento,Aprimoramento,1.4
Atualizar,Script,Desenvolvimento,Aprimoramento,10
Atualizar,Servidor,Desenvolvimento,Suporte Interno,1.5
Atualizar,Servidor,Operacional,Suporte Interno,2
Atualizar,Servidor,Operacional,Suporte Interno,5.5
Atualizar,Servidor,Operacional,Suporte Interno,2
Atualizar,Tabela,Desenvolvimento,Suporte Interno,0.5
Atualizar,Tarefas,Desenvolvimento,Aprimoramento,1.25
Atualizar,Tela,Desenvolvimento,Aprimoramento,0.5
Atualizar,Teste,Desenvolvimento,Teste,7
Atualizar,Título,Desenvolvimento,Aprimoramento,0.25
Atualizar,Validação,Desenvolvimento,Erro,5
Atualizar,Versão,Desenvolvimento,Aprimoramento,0.5
Atualizar,Website,Desenvolvimento,Aprimoramento,13
Atualizar,Website,Desenvolvimento,Aprimoramento,16.5
Atualizar,Website,Desenvolvimento,Aprimoramento,46
Atualizar,Windows,Operacional,Suporte Interno,0.5
Automatizar,Regressão,Desenvolvimento,Aprimoramento,20.5
Automatizar,Relatório,Desenvolvimento,Aprimoramento,8
Automatizar,Testes,Desenvolvimento,Aprimoramento,94.34
Backup,Demonstração,Operacional,Suporte Interno,3.75
Backup,Email,Operacional,Suporte Interno,4.76
Backup,Lançamento,Desenvolvimento,Lançamento,0.75
Backup,Lançamento,Desenvolvimento,Lançamento,0.75
Backup,Lançamento,Desenvolvimento,Lançamento,0.75
Backup,Lançamento,Desenvolvimento,Lançamento,0.75
Backup,Laptop,Operacional,Suporte Interno,1
Backup,Servidor,Operacional,Suporte Interno,1
Backup,Servidor,Operacional,Suporte Interno,1.5
Backup,Versão,Desenvolvimento,Lançamento,0.25
Backup,Versão,Desenvolvimento,Lançamento,0.5
Backup,Versão,Desenvolvimento,Lançamento,0.75
Backup,Versão,Desenvolvimento,Lançamento,1
Backup,Versão,Desenvolvimento,Lançamento,1
Backup,Versão,Desenvolvimento,Lançamento,1
Configurar,Acesso,Operacional,Suporte Interno,1.25
Configurar,Ambiente,Desenvolvimento,Lançamento,3.25
Configurar,Assinaturas,Desenvolvimento,Aprimoramento,0.5
Configurar,Backup,Desenvolvimento,Aprimoramento,0.5
Configurar,Banco,Desenvolvimento,Aprimoramento,2.5
Configurar,Banco,Desenvolvimento,Lançamento,3
Configurar,Carregador,Desenvolvimento,Aprimoramento,8.5
Configurar,Certificado,Operacional,Suporte Interno,7
Configurar,Código,Desenvolvimento,Aprimoramento,6.3
Configurar,Conta,Operacional,Suporte Interno,1
Configurar,Conta,Operacional,Suporte Interno,1.5
Configurar,Dados,Desenvolvimento,Suporte Interno,4.5
Configurar,Email,Operacional,Suporte Interno,1
Configurar,Laptop,Operacional,Suporte Interno,2.5
Configurar,Laptop,Operacional,Suporte Interno,2.5
Configurar,Laptop,Operacional,Suporte Interno,2.5
Configurar,Mensagem,Desenvolvimento,Aprimoramento,0.5
Configurar,Permissões,Operacional,Suporte ao Cliente,3
Configurar,Pesquisa,Gestão,Marketing,11.5
Configurar,Programa,Gestão,Marketing,4
Configurar,Servidor,Operacional,Suporte Interno,2
Configurar,Sistema,Desenvolvimento,Suporte Interno,1.5
Configurar,Sistema,Desenvolvimento,Treinamento,1.5
Configurar,Sistema,Desenvolvimento,Aprimoramento,2
Configurar,Twitter,Gestão,Marketing,2
Configurar,Usuário,Operacional,Suporte ao Cliente,0.25
Configurar,Usuário,Operacional,Suporte ao Cliente,0.25
Configurar,Usuário,Operacional,Suporte ao Cliente,0.33
Configurar,Usuário,Operacional,Suporte Interno,0.35
Configurar,Usuário,Desenvolvimento,Suporte Interno,0.5
Configurar,Usuário,Desenvolvimento,Suporte Interno,0.5
Configurar,Usuário,Operacional,Suporte ao Cliente,1
Configurar,Versão,Operacional,Suporte Interno,0.5
Configurar,Versão,Desenvolvimento,Treinamento,3.5
Configurar,Website,Operacional,Suporte ao Cliente,0.5
Configurar,Website,Operacional,Suporte Interno,2
Converter,Banco,Desenvolvimento,Aprimoramento,5.09
Converter,Grade,Desenvolvimento,Aprimoramento,8
Converter,Importador,Desenvolvimento,Aprimoramento,8
Converter,Menu e Barra de Ferramentas,Desenvolvimento,Aprimoramento,19
Converter,Painéis,Desenvolvimento,Aprimoramento,6.5
Converter,Relatórios,Desenvolvimento,Aprimoramento,96.27
Converter,Sistema,Desenvolvimento,Teste,31
Converter,Tarefas,Desenvolvimento,Aprimoramento,3.34
Converter,Tela,Desenvolvimento,Aprimoramento,29.89
Corrigir,Acesso,Desenvolvimento,Erro,0.7
Corrigir,Adição,Desenvolvimento,Erro,0.5
Corrigir,Adição,Desenvolvimento,Erro,0.5
Corrigir,Adição,Desenvolvimento,Erro,1.5
Corrigir,Adição,Desenvolvimento,Erro,1.5
Corrigir,Adição,Desenvolvimento,Erro,0.5
Corrigir,Assinaturas,Desenvolvimento,Erro,7
Corrigir,Atualização,Desenvolvimento,Erro,0.5
Corrigir,Backup,Operacional,Suporte Interno,6.75
Corrigir,Caixa de Seleção,Desenvolvimento,Erro,8.5
Corrigir,Caixa de Texto,Desenvolvimento,Erro,1.75
Corrigir,Cálculo,Desenvolvimento,Erro,3.5
Corrigir,Cálculo,Desenvolvimento,Erro,4.5
Corrigir,Conexão,Desenvolvimento,Erro,3.15
Corrigir,Controle de Guia,Desenvolvimento,Erro,0.5
Corrigir,Controle de Notas,Desenvolvimento,Erro,5
Corrigir,Controle de Pesquisa,Desenvolvimento,Erro,0.7
Corrigir,Criação,Desenvolvimento,Erro,0.5
Corrigir,Criação,Desenvolvimento,Erro,1.5
Corrigir,Dados,Desenvolvimento,Aprimoramento,2
Corrigir,Data,Desenvolvimento,Erro,2.23
Corrigir,Documentação,Desenvolvimento,Erro,5.58
Corrigir,Download,Desenvolvimento,Erro,4
Corrigir,Download,Desenvolvimento,Erro,6
Corrigir,Erro,Desenvolvimento,Erro,3
Corrigir,Erro,Desenvolvimento,Erro,1.25
Corrigir,Erro,Desenvolvimento,Erro,1
Corrigir,Erro,Desenvolvimento,Erro,1
Corrigir,Erro,Desenvolvimento,Erro,1.25
Corrigir,Erro,Desenvolvimento,Erro,1.75
Corrigir,Erro,Desenvolvimento,Erro,2
